Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales ('000),COGS,Profit,Profit ('000),Date,Month,Quarter,Year,Customer_Name,Product_Name,Country
Enterprise,CUST_ID_023,PROD_ID_002,Low,"  1,570.00 ",  10.00 ,  125.00 ,"  196,250.00 ",5887.5,"  190,362.50 ",  190.36 ,"  188,400.00 ","  1,962.50 ",  1.96 ,6/14/2022,Jun,Q2,2022,Sebastian Lee,Paseo,India
Channel Partners,CUST_ID_005,PROD_ID_002,Low,"  1,369.50 ",  10.00 ,  12.00 ,"  16,434.00 ",493.02,"  15,940.98 ",  15.94 ,"  4,108.50 ","  11,832.48 ",  11.83 ,6/6/2021,Jun,Q2,2022,Liam Jones,Paseo,Germany
Enterprise,CUST_ID_122,PROD_ID_002,Low,"  2,009.00 ",  10.00 ,  125.00 ,"  251,125.00 ",7533.75,"  243,591.25 ",  243.59 ,"  241,080.00 ","  2,511.25 ",  2.51 ,1/7/2021,Jan,Q1,2022,Mia Turner,Paseo,Canada
Enterprise,CUST_ID_051,PROD_ID_002,Low,"  1,287.00 ",  10.00 ,  125.00 ,"  160,875.00 ",4826.25,"  156,048.75 ",  156.05 ,"  154,440.00 ","  1,608.75 ",  1.61 ,5/31/2021,May,Q2,2022,Logan Phillips,Paseo,England
Enterprise,CUST_ID_023,PROD_ID_002,Low,"  1,706.00 ",  10.00 ,  125.00 ,"  213,250.00 ",6397.5,"  206,852.50 ",  206.85 ,"  204,720.00 ","  2,132.50 ",  2.13 ,7/17/2022,Jul,Q3,2022,Sebastian Lee,Paseo,India
Enterprise,CUST_ID_007,PROD_ID_003,Low,"  2,009.00 ",  120.00 ,  125.00 ,"  251,125.00 ",7533.75,"  243,591.25 ",  243.59 ,"  241,080.00 ","  2,511.25 ",  2.51 ,2/11/2022,Feb,Q1,2022,Ethan Miller,Velo,India
Small Business,CUST_ID_075,PROD_ID_004,Low,"  2,844.00 ",  250.00 ,  300.00 ,"  853,200.00 ",25596,"  827,604.00 ",  827.60 ,"  711,000.00 ","  116,604.00 ",  116.60 ,4/24/2022,Apr,Q2,2022,Logan Martin,VTT,England
Channel Partners,CUST_ID_089,PROD_ID_004,Low,"  1,916.00 ",  250.00 ,  12.00 ,"  22,992.00 ",689.76,"  22,302.24 ",  22.30 ,"  5,748.00 ","  16,554.24 ",  16.55 ,9/23/2021,Sep,Q3,2022,Samuel Turner,VTT,USA
Enterprise,CUST_ID_130,PROD_ID_004,Low,"  1,570.00 ",  250.00 ,  125.00 ,"  196,250.00 ",5887.5,"  190,362.50 ",  190.36 ,"  188,400.00 ","  1,962.50 ",  1.96 ,3/8/2021,Mar,Q1,2022,Abigail Phillips,VTT,Canada
Small Business,CUST_ID_063,PROD_ID_004,Low,"  1,874.00 ",  250.00 ,  300.00 ,"  562,200.00 ",16866,"  545,334.00 ",  545.33 ,"  468,500.00 ","  76,834.00 ",  76.83 ,4/11/2021,Apr,Q2,2022,Logan Clark,VTT,India
Government,CUST_ID_034,PROD_ID_004,Low,"  1,642.00 ",  250.00 ,  350.00 ,"  574,700.00 ",17241,"  557,459.00 ",  557.46 ,"  426,920.00 ","  130,539.00 ",  130.54 ,12/21/2021,Dec,Q4,2022,Charlotte Davis,VTT,Canada
Government,CUST_ID_042,PROD_ID_005,Low,  831.00 ,  3.00 ,  20.00 ,"  16,620.00 ",498.6,"  16,121.40 ",  16.12 ,"  8,310.00 ","  7,811.40 ",  7.81 ,12/20/2021,Dec,Q4,2022,Emily Garcia,Carretera,Canada
Government,CUST_ID_016,PROD_ID_003,Low,"  3,850.50 ",  120.00 ,  20.00 ,"  77,010.00 ",2310.3,"  74,699.70 ",  74.70 ,"  38,505.00 ","  36,194.70 ",  36.19 ,12/2/2021,Dec,Q4,2022,Harper Davis,Velo,Japan
Channel Partners,CUST_ID_067,PROD_ID_004,Low,"  2,479.00 ",  250.00 ,  12.00 ,"  29,748.00 ",892.44,"  28,855.56 ",  28.86 ,"  7,437.00 ","  21,418.56 ",  21.42 ,12/14/2022,Dec,Q4,2022,Henry Phillips,VTT,England
Midmarket,CUST_ID_112,PROD_ID_001,Low,"  2,031.00 ",  5.00 ,  15.00 ,"  30,465.00 ",1218.6,"  29,246.40 ",  29.25 ,"  20,310.00 ","  8,936.40 ",  8.94 ,4/21/2022,Apr,Q2,2022,Charlotte Hill,Montana,Japan
Midmarket,CUST_ID_044,PROD_ID_002,Low,"  2,031.00 ",  10.00 ,  15.00 ,"  30,465.00 ",1218.6,"  29,246.40 ",  29.25 ,"  20,310.00 ","  8,936.40 ",  8.94 ,12/23/2022,Dec,Q4,2022,Elizabeth Martin,Paseo,France
Small Business,CUST_ID_020,PROD_ID_005,Low,"  2,021.00 ",  3.00 ,  300.00 ,"  606,300.00 ",24252,"  582,048.00 ",  582.05 ,"  505,250.00 ","  76,798.00 ",  76.80 ,9/6/2021,Sep,Q3,2022,Abigail Robinson,Carretera,France
Government,CUST_ID_057,PROD_ID_005,Low,  274.00 ,  3.00 ,  350.00 ,"  95,900.00 ",3836,"  92,064.00 ",  92.06 ,"  71,240.00 ","  20,824.00 ",  20.82 ,6/9/2022,Jun,Q2,2022,Jackson Hill,Carretera,USA
Midmarket,CUST_ID_131,PROD_ID_001,Low,"  1,967.00 ",  5.00 ,  15.00 ,"  29,505.00 ",1180.2,"  28,324.80 ",  28.32 ,"  19,670.00 ","  8,654.80 ",  8.65 ,11/28/2022,Nov,Q4,2022,Aiden Hill,Montana,England
Small Business,CUST_ID_080,PROD_ID_001,Low,"  1,859.00 ",  5.00 ,  300.00 ,"  557,700.00 ",22308,"  535,392.00 ",  535.39 ,"  464,750.00 ","  70,642.00 ",  70.64 ,5/20/2022,May,Q2,2022,Amelia Martin,Montana,Japan
Small Business,CUST_ID_080,PROD_ID_001,Low,"  2,021.00 ",  5.00 ,  300.00 ,"  606,300.00 ",24252,"  582,048.00 ",  582.05 ,"  505,250.00 ","  76,798.00 ",  76.80 ,6/6/2022,Jun,Q2,2022,Amelia Martin,Montana,Japan
Enterprise,CUST_ID_022,PROD_ID_001,Low,"  1,138.00 ",  5.00 ,  125.00 ,"  142,250.00 ",5690,"  136,560.00 ",  136.56 ,"  136,560.00 ",  -   ,  -   ,11/4/2022,Nov,Q4,2022,Emily Clark,Montana,Italy
Government,CUST_ID_004,PROD_ID_002,Low,"  4,251.00 ",  10.00 ,  7.00 ,"  29,757.00 ",1190.28,"  28,566.72 ",  28.57 ,"  21,255.00 ","  7,311.72 ",  7.31 ,5/5/2021,May,Q2,2022,Olivia Brown,Paseo,France
Enterprise,CUST_ID_023,PROD_ID_002,Low,  795.00 ,  10.00 ,  125.00 ,"  99,375.00 ",3975,"  95,400.00 ",  95.40 ,"  95,400.00 ",  -   ,  -   ,11/9/2022,Nov,Q4,2022,Sebastian Lee,Paseo,India
Small Business,CUST_ID_069,PROD_ID_002,Low,"  1,414.50 ",  10.00 ,  300.00 ,"  424,350.00 ",16974,"  407,376.00 ",  407.38 ,"  353,625.00 ","  53,751.00 ",  53.75 ,2/24/2021,Feb,Q1,2022,Jackson Hill,Paseo,Germany
Small Business,CUST_ID_116,PROD_ID_002,Low,"  2,918.00 ",  10.00 ,  300.00 ,"  875,400.00 ",35016,"  840,384.00 ",  840.38 ,"  729,500.00 ","  110,884.00 ",  110.88 ,8/31/2021,Aug,Q3,2022,Amelia Phillips,Paseo,France
Government,CUST_ID_027,PROD_ID_002,Low,"  3,450.00 ",  10.00 ,  350.00 ,"  1,207,500.00 ",48300,"  1,159,200.00 ","  1,159.20 ","  897,000.00 ","  262,200.00 ",  262.20 ,7/27/2022,Jul,Q3,2022,Michael Hill,Paseo,England
Enterprise,CUST_ID_051,PROD_ID_002,Low,"  2,988.00 ",  10.00 ,  125.00 ,"  373,500.00 ",14940,"  358,560.00 ",  358.56 ,"  358,560.00 ",  -   ,  -   ,1/29/2022,Jan,Q1,2022,Logan Phillips,Paseo,England
Midmarket,CUST_ID_006,PROD_ID_002,Low,  218.00 ,  10.00 ,  15.00 ,"  3,270.00 ",130.8,"  3,139.20 ",  3.14 ,"  2,180.00 ",  959.20 ,  0.96 ,4/5/2022,Apr,Q2,2022,Ava Davis,Paseo,Italy
Government,CUST_ID_004,PROD_ID_002,Low,"  2,074.00 ",  10.00 ,  20.00 ,"  41,480.00 ",1659.2,"  39,820.80 ",  39.82 ,"  20,740.00 ","  19,080.80 ",  19.08 ,12/30/2022,Dec,Q4,2022,Olivia Brown,Paseo,France
Government,CUST_ID_027,PROD_ID_002,Low,"  1,056.00 ",  10.00 ,  20.00 ,"  21,120.00 ",844.8,"  20,275.20 ",  20.28 ,"  10,560.00 ","  9,715.20 ",  9.72 ,3/16/2022,Mar,Q1,2022,Michael Hill,Paseo,England
Government,CUST_ID_027,PROD_ID_002,Low,  274.00 ,  10.00 ,  350.00 ,"  95,900.00 ",3836,"  92,064.00 ",  92.06 ,"  71,240.00 ","  20,824.00 ",  20.82 ,11/16/2021,Nov,Q4,2022,Michael Hill,Paseo,England
Enterprise,CUST_ID_024,PROD_ID_002,Low,"  1,138.00 ",  10.00 ,  125.00 ,"  142,250.00 ",5690,"  136,560.00 ",  136.56 ,"  136,560.00 ",  -   ,  -   ,2/19/2021,Feb,Q1,2022,Elizabeth Green,Paseo,Japan
Channel Partners,CUST_ID_132,PROD_ID_003,Low,"  1,465.00 ",  120.00 ,  12.00 ,"  17,580.00 ",703.2,"  16,876.80 ",  16.88 ,"  4,395.00 ","  12,481.80 ",  12.48 ,12/26/2022,Dec,Q4,2022,Emily Martin,Velo,France
Government,CUST_ID_054,PROD_ID_003,Low,"  2,177.00 ",  120.00 ,  350.00 ,"  761,950.00 ",30478,"  731,472.00 ",  731.47 ,"  566,020.00 ","  165,452.00 ",  165.45 ,5/18/2022,May,Q2,2022,Harper Wilson,Velo,Italy
Channel Partners,CUST_ID_081,PROD_ID_004,Low,  866.00 ,  250.00 ,  12.00 ,"  10,392.00 ",415.68,"  9,976.32 ",  9.98 ,"  2,598.00 ","  7,378.32 ",  7.38 ,6/30/2021,Jun,Q2,2022,Jackson Lewis,VTT,USA
Government,CUST_ID_008,PROD_ID_004,Low,"  2,177.00 ",  250.00 ,  350.00 ,"  761,950.00 ",30478,"  731,472.00 ",  731.47 ,"  566,020.00 ","  165,452.00 ",  165.45 ,3/2/2021,Mar,Q1,2022,Isabella Wilson,VTT,Japan
Government,CUST_ID_093,PROD_ID_006,Low,"  1,865.00 ",  260.00 ,  350.00 ,"  652,750.00 ",26110,"  626,640.00 ",  626.64 ,"  484,900.00 ","  141,740.00 ",  141.74 ,1/10/2021,Jan,Q1,2022,Jackson Hill,Amarilla,Germany
Enterprise,CUST_ID_092,PROD_ID_006,Low,"  1,074.00 ",  260.00 ,  125.00 ,"  134,250.00 ",5370,"  128,880.00 ",  128.88 ,"  128,880.00 ",  -   ,  -   ,5/13/2022,May,Q2,2022,Amelia Phillips,Amarilla,France
Government,CUST_ID_035,PROD_ID_006,Low,"  1,907.00 ",  260.00 ,  350.00 ,"  667,450.00 ",26698,"  640,752.00 ",  640.75 ,"  495,820.00 ","  144,932.00 ",  144.93 ,12/10/2021,Dec,Q4,2022,Samuel Johnson,Amarilla,England
Government,CUST_ID_072,PROD_ID_002,Medium,"  1,372.00 ",  10.00 ,  7.00 ,"  9,604.00 ",480.2,"  9,123.80 ",  9.12 ,"  6,860.00 ","  2,263.80 ",  2.26 ,4/7/2022,Apr,Q2,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_040,PROD_ID_002,Medium,"  2,689.00 ",  10.00 ,  7.00 ,"  18,823.00 ",941.15,"  17,881.85 ",  17.88 ,"  13,445.00 ","  4,436.85 ",  4.44 ,2/3/2022,Feb,Q1,2022,Abigail Lewis,Paseo,Japan
Channel Partners,CUST_ID_060,PROD_ID_002,Medium,"  2,431.00 ",  10.00 ,  12.00 ,"  29,172.00 ",1458.6,"  27,713.40 ",  27.71 ,"  7,293.00 ","  20,420.40 ",  20.42 ,12/10/2022,Dec,Q4,2022,Emily Garcia,Paseo,France
Channel Partners,CUST_ID_133,PROD_ID_003,Medium,"  2,431.00 ",  120.00 ,  12.00 ,"  29,172.00 ",1458.6,"  27,713.40 ",  27.71 ,"  7,293.00 ","  20,420.40 ",  20.42 ,11/8/2022,Nov,Q4,2022,Benjamin Garcia,Velo,Germany
Government,CUST_ID_034,PROD_ID_004,Medium,"  2,689.00 ",  250.00 ,  7.00 ,"  18,823.00 ",941.15,"  17,881.85 ",  17.88 ,"  13,445.00 ","  4,436.85 ",  4.44 ,7/14/2021,Jul,Q3,2022,Charlotte Davis,VTT,Canada
Government,CUST_ID_093,PROD_ID_006,Medium,"  1,683.00 ",  260.00 ,  7.00 ,"  11,781.00 ",589.05,"  11,191.95 ",  11.19 ,"  8,415.00 ","  2,776.95 ",  2.78 ,1/16/2022,Jan,Q1,2022,Jackson Hill,Amarilla,Germany
Channel Partners,CUST_ID_076,PROD_ID_006,Medium,"  1,123.00 ",  260.00 ,  12.00 ,"  13,476.00 ",673.8,"  12,802.20 ",  12.80 ,"  3,369.00 ","  9,433.20 ",  9.43 ,1/1/2022,Jan,Q1,2022,Charlotte Garcia,Amarilla,France
Channel Partners,CUST_ID_088,PROD_ID_005,Medium,"  1,865.00 ",  3.00 ,  12.00 ,"  22,380.00 ",1119,"  21,261.00 ",  21.26 ,"  5,595.00 ","  15,666.00 ",  15.67 ,1/13/2022,Jan,Q1,2022,Charlotte Hill,Carretera,Japan
Channel Partners,CUST_ID_010,PROD_ID_005,Medium,"  1,116.00 ",  3.00 ,  12.00 ,"  13,392.00 ",669.6,"  12,722.40 ",  12.72 ,"  3,348.00 ","  9,374.40 ",  9.37 ,5/29/2021,May,Q2,2022,Sophia Anderson,Carretera,Canada
Government,CUST_ID_021,PROD_ID_005,Medium,"  1,563.00 ",  3.00 ,  20.00 ,"  31,260.00 ",1563,"  29,697.00 ",  29.70 ,"  15,630.00 ","  14,067.00 ",  14.07 ,8/9/2021,Aug,Q3,2022,Aiden Lewis,Carretera,Germany
Small Business,CUST_ID_134,PROD_ID_005,Medium,  991.00 ,  3.00 ,  300.00 ,"  297,300.00 ",14865,"  282,435.00 ",  282.44 ,"  247,750.00 ","  34,685.00 ",  34.69 ,12/23/2022,Dec,Q4,2022,Mia Hill,Carretera,Italy
Midmarket,CUST_ID_108,PROD_ID_005,Medium,"  2,791.00 ",  3.00 ,  15.00 ,"  41,865.00 ",2093.25,"  39,771.75 ",  39.77 ,"  27,910.00 ","  11,861.75 ",  11.86 ,9/6/2021,Sep,Q3,2022,Emily Martin,Carretera,France
Government,CUST_ID_057,PROD_ID_005,Medium,  570.00 ,  3.00 ,  7.00 ,"  3,990.00 ",199.5,"  3,790.50 ",  3.79 ,"  2,850.00 ",  940.50 ,  0.94 ,4/5/2021,Apr,Q2,2022,Jackson Hill,Carretera,USA
Government,CUST_ID_021,PROD_ID_005,Medium,"  2,487.00 ",  3.00 ,  7.00 ,"  17,409.00 ",870.45,"  16,538.55 ",  16.54 ,"  12,435.00 ","  4,103.55 ",  4.10 ,8/8/2022,Aug,Q3,2022,Aiden Lewis,Carretera,Germany
Government,CUST_ID_059,PROD_ID_001,Medium,"  1,384.50 ",  5.00 ,  350.00 ,"  484,575.00 ",24228.75,"  460,346.25 ",  460.35 ,"  359,970.00 ","  100,376.25 ",  100.38 ,6/24/2021,Jun,Q2,2022,Aiden Martin,Montana,England
Enterprise,CUST_ID_013,PROD_ID_001,Medium,"  3,627.00 ",  5.00 ,  125.00 ,"  453,375.00 ",22668.75,"  430,706.25 ",  430.71 ,"  435,240.00 ","  -4,533.75 ",  -4.53 ,6/6/2021,Jun,Q2,2022,Logan Jackson,Montana,Germany
Channel Partners,CUST_ID_111,PROD_ID_001,Medium,"  2,342.00 ",  5.00 ,  12.00 ,"  28,104.00 ",1405.2,"  26,698.80 ",  26.70 ,"  7,026.00 ","  19,672.80 ",  19.67 ,8/24/2021,Aug,Q3,2022,Logan Phillips,Montana,India
Government,CUST_ID_052,PROD_ID_002,Medium,"  1,303.00 ",  10.00 ,  20.00 ,"  26,060.00 ",1303,"  24,757.00 ",  24.76 ,"  13,030.00 ","  11,727.00 ",  11.73 ,11/23/2022,Nov,Q4,2022,Charlotte Martin,Paseo,France
Enterprise,CUST_ID_115,PROD_ID_002,Medium,"  2,992.00 ",  10.00 ,  125.00 ,"  374,000.00 ",18700,"  355,300.00 ",  355.30 ,"  359,040.00 ","  -3,740.00 ",  -3.74 ,5/16/2022,May,Q2,2022,Henry Garcia,Paseo,England
Enterprise,CUST_ID_051,PROD_ID_002,Medium,"  2,385.00 ",  10.00 ,  125.00 ,"  298,125.00 ",14906.25,"  283,218.75 ",  283.22 ,"  286,200.00 ","  -2,981.25 ",  -2.98 ,1/13/2021,Jan,Q1,2022,Logan Phillips,Paseo,England
Small Business,CUST_ID_003,PROD_ID_002,Medium,"  1,607.00 ",  10.00 ,  300.00 ,"  482,100.00 ",24105,"  457,995.00 ",  458.00 ,"  401,750.00 ","  56,245.00 ",  56.25 ,3/3/2021,Mar,Q1,2022,Noah Williams,Paseo,England
Government,CUST_ID_027,PROD_ID_002,Medium,"  2,327.00 ",  10.00 ,  7.00 ,"  16,289.00 ",814.45,"  15,474.55 ",  15.47 ,"  11,635.00 ","  3,839.55 ",  3.84 ,3/25/2022,Mar,Q1,2022,Michael Hill,Paseo,England
Small Business,CUST_ID_116,PROD_ID_002,Medium,  991.00 ,  10.00 ,  300.00 ,"  297,300.00 ",14865,"  282,435.00 ",  282.44 ,"  247,750.00 ","  34,685.00 ",  34.69 ,10/7/2021,Oct,Q4,2022,Amelia Phillips,Paseo,France
Government,CUST_ID_027,PROD_ID_002,Medium,  602.00 ,  10.00 ,  350.00 ,"  210,700.00 ",10535,"  200,165.00 ",  200.17 ,"  156,520.00 ","  43,645.00 ",  43.65 ,11/21/2022,Nov,Q4,2022,Michael Hill,Paseo,England
Midmarket,CUST_ID_002,PROD_ID_002,Medium,"  2,620.00 ",  10.00 ,  15.00 ,"  39,300.00 ",1965,"  37,335.00 ",  37.34 ,"  26,200.00 ","  11,135.00 ",  11.14 ,1/31/2021,Jan,Q1,2022,Emma Johnson,Paseo,Canada
Enterprise,CUST_ID_115,PROD_ID_002,Medium,  861.00 ,  10.00 ,  125.00 ,"  107,625.00 ",5381.25,"  102,243.75 ",  102.24 ,"  103,320.00 ","  -1,076.25 ",  -1.08 ,7/17/2021,Jul,Q3,2022,Henry Garcia,Paseo,England
Government,CUST_ID_027,PROD_ID_002,Medium,"  2,663.00 ",  10.00 ,  20.00 ,"  53,260.00 ",2663,"  50,597.00 ",  50.60 ,"  26,630.00 ","  23,967.00 ",  23.97 ,1/20/2021,Jan,Q1,2022,Michael Hill,Paseo,England
Midmarket,CUST_ID_135,PROD_ID_003,Medium,  555.00 ,  120.00 ,  15.00 ,"  8,325.00 ",416.25,"  7,908.75 ",  7.91 ,"  5,550.00 ","  2,358.75 ",  2.36 ,10/3/2021,Oct,Q4,2022,Logan Phillips,Velo,India
Midmarket,CUST_ID_091,PROD_ID_003,Medium,"  2,861.00 ",  120.00 ,  15.00 ,"  42,915.00 ",2145.75,"  40,769.25 ",  40.77 ,"  28,610.00 ","  12,159.25 ",  12.16 ,7/20/2022,Jul,Q3,2022,Henry Garcia,Velo,England
Enterprise,CUST_ID_029,PROD_ID_003,Medium,  807.00 ,  120.00 ,  125.00 ,"  100,875.00 ",5043.75,"  95,831.25 ",  95.83 ,"  96,840.00 ","  -1,008.75 ",  -1.01 ,10/7/2022,Oct,Q4,2022,Elijah Martin,Velo,Germany
Government,CUST_ID_041,PROD_ID_003,Medium,  602.00 ,  120.00 ,  350.00 ,"  210,700.00 ",10535,"  200,165.00 ",  200.17 ,"  156,520.00 ","  43,645.00 ",  43.65 ,1/23/2022,Jan,Q1,2022,Aiden Clark,Velo,USA
Government,CUST_ID_041,PROD_ID_003,Medium,"  2,832.00 ",  120.00 ,  20.00 ,"  56,640.00 ",2832,"  53,808.00 ",  53.81 ,"  28,320.00 ","  25,488.00 ",  25.49 ,12/10/2021,Dec,Q4,2022,Aiden Clark,Velo,USA
Government,CUST_ID_054,PROD_ID_003,Medium,"  1,579.00 ",  120.00 ,  20.00 ,"  31,580.00 ",1579,"  30,001.00 ",  30.00 ,"  15,790.00 ","  14,211.00 ",  14.21 ,11/13/2022,Nov,Q4,2022,Harper Wilson,Velo,Italy
Enterprise,CUST_ID_015,PROD_ID_003,Medium,  861.00 ,  120.00 ,  125.00 ,"  107,625.00 ",5381.25,"  102,243.75 ",  102.24 ,"  103,320.00 ","  -1,076.25 ",  -1.08 ,4/27/2022,Apr,Q2,2022,Samuel Taylor,Velo,India
Small Business,CUST_ID_102,PROD_ID_003,Medium,"  1,250.00 ",  120.00 ,  300.00 ,"  375,000.00 ",18750,"  356,250.00 ",  356.25 ,"  312,500.00 ","  43,750.00 ",  43.75 ,5/25/2022,May,Q2,2022,Harper Phillips,Velo,Italy
Government,CUST_ID_033,PROD_ID_004,Medium,"  2,663.00 ",  250.00 ,  20.00 ,"  53,260.00 ",2663,"  50,597.00 ",  50.60 ,"  26,630.00 ","  23,967.00 ",  23.97 ,8/16/2022,Aug,Q3,2022,Logan Garcia,VTT,USA
Government,CUST_ID_033,PROD_ID_004,Medium,  570.00 ,  250.00 ,  7.00 ,"  3,990.00 ",199.5,"  3,790.50 ",  3.79 ,"  2,850.00 ",  940.50 ,  0.94 ,10/24/2022,Oct,Q4,2022,Logan Garcia,VTT,USA
Government,CUST_ID_008,PROD_ID_004,Medium,"  2,487.00 ",  250.00 ,  7.00 ,"  17,409.00 ",870.45,"  16,538.55 ",  16.54 ,"  12,435.00 ","  4,103.55 ",  4.10 ,3/27/2022,Mar,Q1,2022,Isabella Wilson,VTT,Japan
Government,CUST_ID_035,PROD_ID_006,Medium,"  1,350.00 ",  260.00 ,  350.00 ,"  472,500.00 ",23625,"  448,875.00 ",  448.88 ,"  351,000.00 ","  97,875.00 ",  97.88 ,12/18/2022,Dec,Q4,2022,Samuel Johnson,Amarilla,England
Government,CUST_ID_047,PROD_ID_006,Medium,  552.00 ,  260.00 ,  350.00 ,"  193,200.00 ",9660,"  183,540.00 ",  183.54 ,"  143,520.00 ","  40,020.00 ",  40.02 ,8/29/2021,Aug,Q3,2022,Michael Wilson,Amarilla,India
Small Business,CUST_ID_126,PROD_ID_006,Medium,"  1,250.00 ",  260.00 ,  300.00 ,"  375,000.00 ",18750,"  356,250.00 ",  356.25 ,"  312,500.00 ","  43,750.00 ",  43.75 ,8/15/2022,Aug,Q3,2022,Harper Phillips,Amarilla,Italy
Midmarket,CUST_ID_002,PROD_ID_002,Medium,"  3,801.00 ",  10.00 ,  15.00 ,"  57,015.00 ",3420.9,"  53,594.10 ",  53.59 ,"  38,010.00 ","  15,584.10 ",  15.58 ,3/19/2022,Mar,Q1,2022,Emma Johnson,Paseo,Canada
Government,CUST_ID_057,PROD_ID_005,Medium,"  1,117.50 ",  3.00 ,  20.00 ,"  22,350.00 ",1341,"  21,009.00 ",  21.01 ,"  11,175.00 ","  9,834.00 ",  9.83 ,6/12/2021,Jun,Q2,2022,Jackson Hill,Carretera,USA
Midmarket,CUST_ID_090,PROD_ID_005,Medium,"  2,844.00 ",  3.00 ,  15.00 ,"  42,660.00 ",2559.6,"  40,100.40 ",  40.10 ,"  28,440.00 ","  11,660.40 ",  11.66 ,7/27/2021,Jul,Q3,2022,Harper Martin,Carretera,Canada
Channel Partners,CUST_ID_077,PROD_ID_005,Medium,  562.00 ,  3.00 ,  12.00 ,"  6,744.00 ",404.64,"  6,339.36 ",  6.34 ,"  1,686.00 ","  4,653.36 ",  4.65 ,11/23/2021,Nov,Q4,2022,Samuel Phillips,Carretera,Germany
Midmarket,CUST_ID_136,PROD_ID_005,Medium,"  2,030.00 ",  3.00 ,  15.00 ,"  30,450.00 ",1827,"  28,623.00 ",  28.62 ,"  20,300.00 ","  8,323.00 ",  8.32 ,7/26/2021,Jul,Q3,2022,Charlotte Hill,Carretera,Japan
Government,CUST_ID_049,PROD_ID_001,Medium,  980.00 ,  5.00 ,  350.00 ,"  343,000.00 ",20580,"  322,420.00 ",  322.42 ,"  254,800.00 ","  67,620.00 ",  67.62 ,7/15/2022,Jul,Q3,2022,Elijah Perez,Montana,USA
Government,CUST_ID_037,PROD_ID_001,Medium,"  1,460.00 ",  5.00 ,  350.00 ,"  511,000.00 ",30660,"  480,340.00 ",  480.34 ,"  379,600.00 ","  100,740.00 ",  100.74 ,5/17/2022,May,Q2,2022,Henry Martinez,Montana,Germany
Channel Partners,CUST_ID_119,PROD_ID_001,Medium,"  2,723.00 ",  5.00 ,  12.00 ,"  32,676.00 ",1960.56,"  30,715.44 ",  30.72 ,"  8,169.00 ","  22,546.44 ",  22.55 ,11/20/2022,Nov,Q4,2022,Aiden Garcia,Montana,India
Government,CUST_ID_052,PROD_ID_002,Medium,"  1,496.00 ",  10.00 ,  350.00 ,"  523,600.00 ",31416,"  492,184.00 ",  492.18 ,"  388,960.00 ","  103,224.00 ",  103.22 ,3/1/2021,Mar,Q1,2022,Charlotte Martin,Paseo,France
Enterprise,CUST_ID_007,PROD_ID_003,Medium,  952.00 ,  120.00 ,  125.00 ,"  119,000.00 ",7140,"  111,860.00 ",  111.86 ,"  114,240.00 ","  -2,380.00 ",  -2.38 ,11/11/2022,Nov,Q4,2022,Ethan Miller,Velo,India
Enterprise,CUST_ID_015,PROD_ID_003,Medium,"  2,755.00 ",  120.00 ,  125.00 ,"  344,375.00 ",20662.5,"  323,712.50 ",  323.71 ,"  330,600.00 ","  -6,887.50 ",  -6.89 ,8/17/2021,Aug,Q3,2022,Samuel Taylor,Velo,India
Midmarket,CUST_ID_096,PROD_ID_003,Medium,"  1,530.00 ",  120.00 ,  15.00 ,"  22,950.00 ",1377,"  21,573.00 ",  21.57 ,"  15,300.00 ","  6,273.00 ",  6.27 ,8/24/2022,Aug,Q3,2022,Emily Phillips,Velo,Japan
Government,CUST_ID_054,PROD_ID_003,Medium,"  1,496.00 ",  120.00 ,  350.00 ,"  523,600.00 ",31416,"  492,184.00 ",  492.18 ,"  388,960.00 ","  103,224.00 ",  103.22 ,5/14/2021,May,Q2,2022,Harper Wilson,Velo,Italy
Government,CUST_ID_031,PROD_ID_003,Medium,"  1,498.00 ",  120.00 ,  7.00 ,"  10,486.00 ",629.16,"  9,856.84 ",  9.86 ,"  7,490.00 ","  2,366.84 ",  2.37 ,1/11/2022,Jan,Q1,2022,Benjamin Lee,Velo,India
Midmarket,CUST_ID_137,PROD_ID_004,Medium,"  2,844.00 ",  250.00 ,  15.00 ,"  42,660.00 ",2559.6,"  40,100.40 ",  40.10 ,"  28,440.00 ","  11,660.40 ",  11.66 ,11/21/2021,Nov,Q4,2022,Samuel Turner,VTT,USA
Government,CUST_ID_034,PROD_ID_004,Medium,"  1,498.00 ",  250.00 ,  7.00 ,"  10,486.00 ",629.16,"  9,856.84 ",  9.86 ,"  7,490.00 ","  2,366.84 ",  2.37 ,3/15/2021,Mar,Q1,2022,Charlotte Davis,VTT,Canada
Enterprise,CUST_ID_138,PROD_ID_006,Medium,"  1,987.50 ",  260.00 ,  125.00 ,"  248,437.50 ",14906.25,"  233,531.25 ",  233.53 ,"  238,500.00 ","  -4,968.75 ",  -4.97 ,6/28/2022,Jun,Q2,2022,Harper Martin,Amarilla,Canada
Government,CUST_ID_093,PROD_ID_006,Medium,"  1,679.00 ",  260.00 ,  350.00 ,"  587,650.00 ",35259,"  552,391.00 ",  552.39 ,"  436,540.00 ","  115,851.00 ",  115.85 ,11/18/2021,Nov,Q4,2022,Jackson Hill,Amarilla,Germany
